	id	puzzle	solution	clues	difficulty
2581	2582	..1....92...5.4.8.3....6..44.......91..4.2..6..79.....2.5..84.......1..........3.	541837692976524183382196754423765819159482376867913245295378461734651928618249537	23	4.4
2600	2601	1....4..75.....3.9.....942...........36....5.2.7...6.461..8.......16.8.......2..1	169234587524876319378519426451623978936748152287951634613487295792165843845392761	24	5.0
2602	2603	.6..4.8.53....9.2.......4..2....7.6.6.3....5.75..1...8.8....3......8..7.5...7...2	962743815341859627875162493218537964693428751754916238187295346426381579539674182	25	4.7
2787	2788	.3.7......2..8.6..71...5....5.....24..89........1...6.5.....23.........5..9.728..	836791542925483671714265389157836924468927153293154768581649237672318495349572816	23	5.1
2805	2806	6...7......8.9.43.2......79.3.5....49.......6.....8...8.2....61...2..7.....4...9.	694375128718692435253814679136527984987143256425968317842739561569281743371456892	23	4.6
2832	2833	.15....8.........44...5..63........2..64..9..1..9..3...7..2....2.9..68....817....	615243789783691524492758163954387612836412957127965348571829436249536871368174295	24	4.4
2836	2837	.8.4...3........5.7.6.38..4.....19..3.26...1..6...4.........3...1.......4.7.52..8	289415736143276859756938124874521963392687415561394287625849371918763542437152698	24	4.1
2851	2852	.......812..1.3.7......4..3.6...9...5..31......7.2...6..5.....719..5.4..6...8....	934275681286193574751864293862749315549316728317528946425931867198657432673482159	24	4.6
2861	2862	..5...7.4.7..14.5...65...1....2..38.....981...48..7..659......1.84....6....4.....	815962734379814652426573918761245389253698147948137526592386471184759263637421895	27	5.2
2881	2882	..4...2...19.7..5..7..2.9..4...95.....26....9.......841...6...3...1.7......9...75	364589217219476358875321946436895721782614539591732684157268493943157862628943175	25	4.0
2882	2883	..395.87.......63..8..7.2.......5.9.6...17.5.5....23........1....12...8.3...6....	423956871157428639986173245812345796639817452574692318295784163761239584348561927	25	4.3
2886	2887	8.9....3.6..3...18....6..4....94.1.6...8...52..7.....3..6..3....5..8..64.48.7....	829154637674329518135768249382945176461837952597612483716493825953281764248576391	27	4.4
2937	2938	4...89..65....1.....7.......3....7.5....2...9..96..1...51..38......1..2.8..4.....	412789356568341297397562418236194785145827639789635142951273864674918523823456971	23	5.3
2983	2984	7.8..3...13..2...9...5......4.3.......24...6........15.8.9...5...3.4...247.2..69.	758193246134628579629574831546317928812459367397862415281936754963745182475281693	26	4.7
2995	2996	........4..1.8.9...329.....7.981..6.8....47......3.5......2...6.9....8..5.7......	985276314671483952432951687729815463853694721164732598348529176296147835517368249	23	5.6
3008	3009	.1..6.....48..7..1.......62.....58.3..9.1.2.....9.6...8..6......9...8.353.....6..	912564378648327951735891462167245893589713246423986517851639724296478135374152689	24	4.2
3060	3061	.....7..9..8.4.1...7....3...59.8..3..4....8.7........5.8692......2....96.34......	423167589698345172175892364259784631341659827867213945786921453512438796934576218	24	5.1
3144	3145	.2..5.8.......1....38....6....7...262....5..1.49.......8..92.5..9....6.74...1....	621453879974861532538279164815734926263985741749126385187692453392548617456317298	24	4.9
3155	3156	5....194.....4..2.........8..6..42....429..71.....3.....86....4.3..8......27...1.	563821947981347526427956138816574293354298671279163485798612354135489762642735819	24	4.1
3225	3226	.....8.....5.1.....8...9.4..4.2.7...63.....28..2.6..1....4.29..3.......7.......56	476538192925614873183729645541287369637941528892365714768452931354196287219873456	23	4.0
3239	3240	.4..3.5..........15.....9..972.........98...6....154.....6.....6.3.9..4...9.4...7	847139562296574381531826974972463815415982736368715429784651293653297148129348657	23	4.0
3250	3251	94.8.3.5....2..7.4...9.....6.....51349.........1.5....53.....7......2..8.6...49..	947813256183265794256947381678429513495381627321756849534698172719532468862174935	25	4.6
3291	3292	..15.....632....9.8.........6..4...9...6....7..8..5.14...8..2..4.519.8.......3...	941562738632487195857319462163748529594621387278935614319874256425196873786253941	24	4.5
3292	3293	5..7.......4...9.7.9.5..13...3.5...292.4.3...6..9.........8..........74...8...6..	516739284234861957897542136783156492925473861641928573452687319369215748178394625	23	5.0
3293	3294	.8.7...1..3...27......5.8....498...2.7.1...5.6....4........85....6....3...3..5..4	482793615135862749967451823514987362379126458628534971241378596856249137793615284	24	4.1
3302	3303	..72..3..5....7...4.....6......6...26.....938.3.78.5..78...6.2...........2.1..896	867291345513647289492835617958463172674512938231789564789356421146928753325174896	26	4.0
3317	3318	.41.8..6..6....721...6.....2.9..5...1..2.......3.7.1..........5..23.6.....6.51...	741982563968534721325617489289165347174293856653478192437829615512346978896751234	24	4.2
3336	3337	29...165...7...34....79.....3....914.....6...9.2......5....3.2..7.1....3...8...7.	298431657157268349463795182836527914745916238912384765589673421674152893321849576	25	4.1
3405	3406	..7..612.5............8.4.5.....2.8..4.35...2...6....36..4...7...2......3..2.7.9.	487536129593124867261789435135972684746358912829641753658493271972815346314267598	24	4.0
3408	3409	....1......32...6..826.7..9.59.........45.8....7....2....8....3......1...6.1.549.	496513278173298564582647319359782641621459837847361925914826753235974186768135492	24	4.1
3464	3465	7....4.8......6......81.5.2..9.....3.6..2...4.7.9.52..5....1..........1..98...3.5	753294681812576439946813572289647153365128794471935268537481926624359817198762345	24	4.9
3495	3496	.....69.2..5.8.3..21.....6..4.23...597.84..2......7.....9..86.14......8.......5.9	738416952695782314214593867846231795973845126152967438529378641467159283381624579	27	4.2
3498	3499	....9...3.126..9..6....7.8..6......8..4...2.1..73.16...8.4...5...9......7..9.....	478295163512638974693147582361524798854769231927381645186472359239856417745913826	24	4.0
3521	3522	.73.....5..1..7..9...9..3.4.9.84....1.5....6.4..7.....8...9..5..6.........4..8..1	973684125241357689658921374397846512185239467426715938812493756569172843734568291	24	4.4
3538	3539	.53...81.4.............56.421...9.4..6..1...........7....4.6..3679..1......7....9	753964812426183597891275634217859346964317285538642971182496753679531428345728169	24	4.2
3581	3582	.6..8..3.....3...6...57.4.148..5..6...9......15.2..8....4..1.........754..7......	261489537745132986893576421482357169379618245156294873524761398618923754937845612	24	4.1
3593	3594	6..9.7.2.9...6...7..2..8.......4.....8....95......28.64.9.......7.....6..56..4..3	645917328918263547732458691561849732287631954394572816429386175873125469156794283	24	4.3
3617	3618	...4.86..9.......4.6..9..5......734..32.....745..31...68.....1.5............15..9	315478692928156734764392158896527341132964587457831926689743215571289463243615879	25	4.6
3634	3635	.....24..7.8.39..................13.....65.8....9..6...25.7..94.9.1..2..3........	639512478718439526254786319962847135471365982583921647125673894897154263346298751	22	4.1
3663	3664	7..18........2.9152............9.64..9.4...2..256......7..3..........837..6...2..	753189462864327915219546783137295648698473521425618379972834156541962837386751294	24	4.3
3678	3679	.13.....9........29.7.1....6..2.........9...8.4..813.....5..2....28.4.....8..975.	813452679456978132927316845689243517731695428245781396194567283572834961368129754	24	4.2
3733	3734	..4..29.87.....54......6..29.28..3...8....6......3...5.35...8..19.3........1.....	364572918721983546859416732912865374583741629647239185435627891198354267276198453	24	4.4
3755	3756	........42..5..6...5....83.48...62..7..92....93.7..4....72..341...1.7...3........	173682594248593617659471832481356279765924183932718456897265341524137968316849725	26	4.2
3786	3787	.9.7..5...6...........568.9...46......3.....8.748...2....2...1..81.3...5.2....9..	398724561165398742247156839852463197613972458974815326539287614481639275726541983	24	4.0
3799	3800	5.3.2.9.......5.3..79....2.6.5....4..1...68.22.....1..3...5.......84.......6.7.14	583724961126985437479361528695218743714536892238479156347152689961843275852697314	26	4.5
3812	3813	2..6......51....8..3..9.15.......7......47...9.......1..538.9........42..6...1...	298615374451273689637498152142839765586147293973562841725384916319756428864921537	22	4.2
3860	3861	5.1.......7...........9...6..93....46...2.1...4..6..9.7..1...4..2....3..4.3..7.28	591746832876213459234598716189375264657429183342861597768132945925684371413957628	24	4.2
3909	3910	.4...5..........6..7341..........5..2...7...6..86.1..2.61.4.7...32.9...4.......1.	849765231125389467673412859316924578254873196798651342961548723532197684487236915	24	4.3
3932	3933	1.......97...68....6.3....24......6..7.95.4..6.2..7...9....41...3.....7.........3	153742689729168345864395712415823967378956421692417538987234156531689274246571893	23	4.4
3968	3969	.3.....1....5.6..3..9.4....2.8..37...7......5.5.7.8.6..9.1..54...1.6....7..9....1	537289416142576983869341257218653794976412835354798162693127548421865379785934621	26	4.4
3980	3981	7.5...39...3....2..4..3...1........2....9.7..8...14....2.6.7.8.........43....9.7.	765421398183965427249738561591376842436892715872514639924657183617283954358149276	23	4.3
3990	3991	....8..4...9.57.....6...12.25......676..3......4....3...23......3.4..59.4....8...	325186749149257683876943125253794816761832954984615237512369478638471592497528361	24	4.5
3999	4000	1....6.....82.34........167.5............26.......9...24.3.......9..1..4.1.6.45.9	195746283678213495432958167356187942984532671721469358247395816569821734813674529	24	4.9
4019	4020	.3..4.1.25..8......2.61...9..8.......9......574.1.......6..9.2..7..6.9.....5..34.	639745182517892634824613579368954217291387465745126893156439728473268951982571346	25	5.7
4020	4021	1..37...46.....51...9.........1..3..89.6.4.5..2..9.......7.6.4..4....165........7	182375694673249518459861723564182379897634251321597486935716842748923165216458937	25	4.0
4094	4095	...68..21..45....88...2.4...3....7....6.3....5......3.19.2.7...4...5..1...58...9.	357684921214579368869321475931465782786132549542798136198247653423956817675813294	26	4.1
4111	4112	.6...8...7......6...93.1........5.8.91.........7.9..4..3.45....1.......62....9..3	563978214781524369429361578642135987918247635357896142836452791195783426274619853	22	4.3
4121	4122	2..9...5..6..4.38...45......5............563..87......6.2...4......6......1...2.7	213986754765142389894537126356419872429875631187623945632751498978264513541398267	22	4.8
4138	4139	...97....9.31......4...5...3..6..9..4...2...3..7..152.....8.6....1...2...2...67..	258974361973168452146235897312657984465829173897341526734582619681793245529416738	24	4.2
4161	4162	......32...9..7...2..4..1.....164.9.48..52................79.4..65....7..3...5..6	647518329819237654253496187372164895486952731591783462128679543965341278734825916	24	4.3
4212	4213	....9.4876..2.......9..3.2.........2.93....4..4.7..8195.7.8................371.6.	352196487618247953479853126785914632193628745246735819567482391831569274924371568	25	5.7
4214	4215	4...1...26..3..8...1.69...3..28...7.........196..5....8...........26..9....4..3.7	437518962629374815518692743152843679784926531963157284845739126371265498296481357	24	5.4
4280	4281	.....7...13....72.2.49..6...4....9135.....4.......1.8..8.2...4...6.5........763..	658427139139685724274913658847562913512398467963741285781239546396154872425876391	25	4.2
4305	4306	3......4...76...8.41..5...9...4...31...28.....3.79.....7.8......6..395..9.......6	326978145597614382418352769789465231651283497234791658175846923862139574943527816	25	4.2
4360	4361	6..1.....5.4.....2....5..1..........8.96..5..2.59734.....2..1..9....7.587.2....6.	697132845514896372328754619143528796879641523265973481456289137931467258782315964	26	4.0
4391	4392	1.........8.3...54....627.....6..4...958...7...6.2...1.7......3....7.9..31.....6.	152748396687319254943562718821657439495831672736924581579486123268173945314295867	24	4.0
4406	4407	.2.36.1........5...78....49.1..5.........475.....834..1..63......7......9..2...3.	425369187691847523378512649214756398863924751759183462182635974537498216946271835	24	4.3
4420	4421	.9.4...2.8.3....6..543........1.4.76.6..3...21..7..8....2.41..9.....5..7......28.	691487523873529461254316798328154976567938142149762835732841659486295317915673284	27	5.2
4422	4423	..9.1...5...95...643.78....2..........1...7.2.7.5...9..6.........719..4...4.....9	689213475712954836435786921298671354541839762376542198963428517827195643154367289	24	4.0
4427	4428	.5..9.6..1..........6....2.2..9.68..7.4.82.......7..1..7....28...84....53.....9..	857293641123864759496751328215946873734182596689375412571639284968427135342518967	24	5.7
4452	4453	672......3.9.5...2............8..7.6.1...58.4.....9.534...67..81..3....5.2..8....	672938541349751682851246379594823716213675894768419253435167928187392465926584137	26	5.3
4481	4482	.7......65..9.....4..3..2...3..2..8..89.74.........5.7.........2..4.5.63....6.8.4	973258146512946378468317295735621489189574632624893517846732951291485763357169824	24	4.1
4486	4487	39.........1...2...25.19....1...68....4..36.96...5..........9.4....4..731..7.....	396824751481537296725619348912476835574183629638952417257361984869245173143798562	24	5.5
4536	4537	951...7....62...5..8..........9..6.......7..11....5.83.2...8.7.5.....4......3...8	951843762736219854284756319345981627869327541172465983423698175598172436617534298	23	4.3
4548	4549	.....6...2...1..7...4.8..268....3.597.......21...9..8.57..3..1..3...7......5.8...	987246531265319874314785926826473159749851362153692487572934618438167295691528743	25	4.4
4613	4614	....3.71..3.5..2.......9..8......96.5..1....33..28......4....862.......1.8...7...	942638715836571294175429638418753962527196843369284157754912386293865471681347529	23	4.3
4621	4622	.....8.4...7......3.195.....7.5.1.8.2..3..7..5....6..4.5....2.......3.9...8....1.	625138947897642135341957862473521689286394751519786324154869273762413598938275416	23	5.6
4625	4626	1.3..6..5.....54...9....68.3..84..5.....6.2.1...........8.2......91...4.4.5.3....	143786925286395417597412683362841759854967231971253864718524396639178542425639178	24	4.2
4626	4627	...72..56.....1.....3.5..2...4...23..6....7.8.75....64..931.4......84.......7....	948723156526891347713456829894167235362549718175238964689315472237684591451972683	25	4.5
4662	4663	.6...5..41...7..5..4...3...78..3......2..64.3......5..6.1..9.........21......28.9	867925134139478652245613798784531926512896473396247581621789345958364217473152869	24	5.2
4677	4678	.......97.73.2....5.6..3.....43.......5..7..1.....8.3..6.85.......2....92....418.	842165397173429658596783412784312965935647821621598734469851273318276549257934186	24	4.3
4724	4725	....5.92..2..86..19.........4.....3.8.6.4...2..7..9.6...3.6.2....4.1....5..3...8.	378451926425986371961273845149628537836745192257139468783564219694812753512397684	25	4.1
4725	4726	.1.9.......8.6....4....86..........62..5.7..9.84....1...9..5.238..62............1	615932748328764195497158632971843256236517489584296317169475823853621974742389561	23	4.8
4789	4790	.751...9..26..7..5....6.2..8....4.7.....9..3......21..56..8.9....3....2..9.......	375128694126947385948365217819634572652791438734852169567283941483519726291476853	24	4.6
4868	4869	...2...67.9..4....5....6...3........8..3..9.49...1..7..8....31..57..2...2..4.....	418293567796548231523176498375984126861327954942615873684759312157832649239461785	23	4.3
4871	4872	......3.8..6........59.1.6.61........59.....7..785...6...3......6..7..9.7..2.94..	192647358476538129835921764618792543359416287247853916924385671563174892781269435	24	4.4
4878	4879	...7..4.35.......8.4..6...79..3...628.........6..21........4......83.7....31.2..9	296718453571243698348569127914387562832456971765921384187694235429835716653172849	24	4.3
4935	4936	.....816.3..2..4.8..8.51.7....4...3.81.......7..5.....53..6.........52.1.........	279348165351276498468951372695412837813697524724583916532164789986735241147829653	23	4.1
4938	4939	..3.4...2.....98...6..25..3......61..5..61.3...8..2..4..57....1..4.5.7.......3...	983647152527139846461825973342598617759461238618372594295784361134256789876913425	25	4.1
4964	4965	..4..2.......1..4.1..63..5..73.........19..2.....4..67.6......8..796.5....5....74	634752189752819346189634752973286415546197823218543967361475298427968531895321674	25	4.3
4966	4967	..7....4..9....5.....3.5.26....6.4.114.....8....9.........5.2..31...8...5..4.....	257689143693124578481375926735862491149537682826941357968753214314298765572416839	22	5.8
4980	4981	..4....7.2....5.3.....61..8..362.9......18..6..9..3...5.14......3...94......8....	314892675286745139975361248853624917427918356169573824591436782738259461642187593	24	4.0
5030	5031	...3...7.5.....6.8.....8..54....7...1..4...3285...3....1..4....7.......9..6.1.2..	628354971534971628971628345493287516167495832852163497219546783745832169386719254	23	4.1
5036	5037	........9.85........17.25..7..4...93..8.7....4.....6.12..8.1......9...4..3......6	327685419685194327941732568752416893168379254493528671274861935816953742539247186	23	4.2
5053	5054	..6.2..1715...3.9...8....3.6...5....9..1.4......63.....3.7..28...........8....359	346829517157463892298571634673952148925184763814637925439715286562398471781246359	25	4.0
5078	5079	79.2......1..5..6........424....78..83......6..5....3....8........6.1..96..9..35.	794263518218459763356718942461327895832594176975186234149835627523671489687942351	24	4.1
5174	5175	.1.3..........9..3..5.....793...86..26......5...2...3174.1.6....8.....4.....7....	816327594427859163395641827934518672261793485578264931743186259182935746659472318	23	4.3
5216	5217	.28.1...5...23.9......5..........73...47.....8......526.1.28..9.45.9.......1.....	428917365516234987973856214162549738354782196897361452631428579745693821289175643	24	4.3
5310	5311	..8.......5...7..16.....7...1..53.94.4.19...3..6..2.....78....64......1....3....9	178534962359627841624918735812753694745196283936482157597841326463279518281365479	24	4.4
5335	5336	...82..49...53......24.......5.7.8.........73.963......2......59....1...1....5.28	571826349649537281382419657235174896814692573796358412427983165958261734163745928	24	4.1
5350	5351	7...98..1..3..4.2..61.7........628....71....33...4.2....8......4....5.........59.	724598631953614728861273954145362879287159463396847215578936142419725386632481597	24	4.3
5397	5398	.1.9...3.......5.9..45..........8.5.3...9...76....3..4.......6.8.14.......561.2..	512946738786321549934587126149768352358294617627153894293875461861432975475619283	23	4.0
5459	5460	........89..12......6...3.....9..5....8..76.34.7........56..1..1.....2...3...4.7.	512736498943128756786495321361982547298547613457361982825679134174853269639214875	22	4.0
5470	5471	....6.9.221.........9...4..5...86.7.......6.473.........5.9.......4.2.18...1.35..	347861952218549367659237481524386179891725634736914825175698243963452718482173596	24	4.1
